Notes,States,States Code,Single-Year Ages,Single-Year Ages Code,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
,Alaska,02,65 years,65,2020,2020,8348
,Alaska,02,65 years,65,2021,2021,8156
,Alaska,02,65 years,65,2022,2022,8318
Total,Alaska,02,65 years,65,,,24822
,Alaska,02,66 years,66,2020,2020,7965
,Alaska,02,66 years,66,2021,2021,8134
,Alaska,02,66 years,66,2022,2022,7919
Total,Alaska,02,66 years,66,,,24018
,Alaska,02,67 years,67,2020,2020,7457
,Alaska,02,67 years,67,2021,2021,7725
,Alaska,02,67 years,67,2022,2022,7848
Total,Alaska,02,67 years,67,,,23030
,Alaska,02,68 years,68,2020,2020,6982
,Alaska,02,68 years,68,2021,2021,7245
,Alaska,02,68 years,68,2022,2022,7506
Total,Alaska,02,68 years,68,,,21733
,Alaska,02,69 years,69,2020,2020,6475
,Alaska,02,69 years,69,2021,2021,6787
,Alaska,02,69 years,69,2022,2022,7014
Total,Alaska,02,69 years,69,,,20276
,Alaska,02,70 years,70,2020,2020,6096
,Alaska,02,70 years,70,2021,2021,6307
,Alaska,02,70 years,70,2022,2022,6577
Total,Alaska,02,70 years,70,,,18980
,Alaska,02,71 years,71,2020,2020,5650
,Alaska,02,71 years,71,2021,2021,5911
,Alaska,02,71 years,71,2022,2022,6082
Total,Alaska,02,71 years,71,,,17643
,Alaska,02,72 years,72,2020,2020,5280
,Alaska,02,72 years,72,2021,2021,5522
,Alaska,02,72 years,72,2022,2022,5759
Total,Alaska,02,72 years,72,,,16561
,Alaska,02,73 years,73,2020,2020,5333
,Alaska,02,73 years,73,2021,2021,5105
,Alaska,02,73 years,73,2022,2022,5331
Total,Alaska,02,73 years,73,,,15769
,Alaska,02,74 years,74,2020,2020,3758
,Alaska,02,74 years,74,2021,2021,5192
,Alaska,02,74 years,74,2022,2022,4922
Total,Alaska,02,74 years,74,,,13872
,Alaska,02,75 years,75,2020,2020,3586
,Alaska,02,75 years,75,2021,2021,3593
,Alaska,02,75 years,75,2022,2022,4949
Total,Alaska,02,75 years,75,,,12128
,Alaska,02,76 years,76,2020,2020,3388
,Alaska,02,76 years,76,2021,2021,3481
,Alaska,02,76 years,76,2022,2022,3461
Total,Alaska,02,76 years,76,,,10330
,Alaska,02,77 years,77,2020,2020,3231
,Alaska,02,77 years,77,2021,2021,3253
,Alaska,02,77 years,77,2022,2022,3294
Total,Alaska,02,77 years,77,,,9778
,Alaska,02,78 years,78,2020,2020,2737
,Alaska,02,78 years,78,2021,2021,3094
,Alaska,02,78 years,78,2022,2022,3122
Total,Alaska,02,78 years,78,,,8953
,Alaska,02,79 years,79,2020,2020,2428
,Alaska,02,79 years,79,2021,2021,2587
,Alaska,02,79 years,79,2022,2022,2874
Total,Alaska,02,79 years,79,,,7889
,Alaska,02,80 years,80,2020,2020,2071
,Alaska,02,80 years,80,2021,2021,2277
,Alaska,02,80 years,80,2022,2022,2377
Total,Alaska,02,80 years,80,,,6725
,Alaska,02,81 years,81,2020,2020,1776
,Alaska,02,81 years,81,2021,2021,1951
,Alaska,02,81 years,81,2022,2022,2127
Total,Alaska,02,81 years,81,,,5854
,Alaska,02,82 years,82,2020,2020,1647
,Alaska,02,82 years,82,2021,2021,1698
,Alaska,02,82 years,82,2022,2022,1841
Total,Alaska,02,82 years,82,,,5186
,Alaska,02,83 years,83,2020,2020,1447
,Alaska,02,83 years,83,2021,2021,1541
,Alaska,02,83 years,83,2022,2022,1543
Total,Alaska,02,83 years,83,,,4531
,Alaska,02,84 years,84,2020,2020,1283
,Alaska,02,84 years,84,2021,2021,1353
,Alaska,02,84 years,84,2022,2022,1419
Total,Alaska,02,84 years,84,,,4055
,Alaska,02,85+ years,85+,2020,2020,7082
,Alaska,02,85+ years,85+,2021,2021,7286
,Alaska,02,85+ years,85+,2022,2022,7328
Total,Alaska,02,85+ years,85+,,,21696
Total,Alaska,02,,,,,2200688
,Arizona,04,< 1 year,0,2020,2020,76248
,Arizona,04,< 1 year,0,2021,2021,75004
,Arizona,04,< 1 year,0,2022,2022,78579
Total,Arizona,04,< 1 year,0,,,229831
,Arizona,04,1 year,1,2020,2020,78287
,Arizona,04,1 year,1,2021,2021,77429
,Arizona,04,1 year,1,2022,2022,75953
Total,Arizona,04,1 year,1,,,231669
,Arizona,04,2 years,2,2020,2020,80052
,Arizona,04,2 years,2,2021,2021,79443
,Arizona,04,2 years,2,2022,2022,78226
Total,Arizona,04,2 years,2,,,237721
,Arizona,04,3 years,3,2020,2020,82551
,Arizona,04,3 years,3,2021,2021,81008
,Arizona,04,3 years,3,2022,2022,80157
Total,Arizona,04,3 years,3,,,243716
,Arizona,04,4 years,4,2020,2020,85434
,Arizona,04,4 years,4,2021,2021,83522
,Arizona,04,4 years,4,2022,2022,82091
Total,Arizona,04,4 years,4,,,251047
,Arizona,04,5 years,5,2020,2020,87255
,Arizona,04,5 years,5,2021,2021,86400
,Arizona,04,5 years,5,2022,2022,84356
Total,Arizona,04,5 years,5,,,258011
,Arizona,04,6 years,6,2020,2020,87557
,Arizona,04,6 years,6,2021,2021,88283
,Arizona,04,6 years,6,2022,2022,87197
Total,Arizona,04,6 years,6,,,263037
,Arizona,04,7 years,7,2020,2020,87111
,Arizona,04,7 years,7,2021,2021,88394
,Arizona,04,7 years,7,2022,2022,89225
Total,Arizona,04,7 years,7,,,264730
,Arizona,04,8 years,8,2020,2020,87010
,Arizona,04,8 years,8,2021,2021,88102
,Arizona,04,8 years,8,2022,2022,89233
Total,Arizona,04,8 years,8,,,264345
,Arizona,04,9 years,9,2020,2020,87840
,Arizona,04,9 years,9,2021,2021,87681
,Arizona,04,9 years,9,2022,2022,88585
Total,Arizona,04,9 years,9,,,264106
,Arizona,04,10 years,10,2020,2020,90124
,Arizona,04,10 years,10,2021,2021,88762
,Arizona,04,10 years,10,2022,2022,88533
Total,Arizona,04,10 years,10,,,267419
,Arizona,04,11 years,11,2020,2020,93167
,Arizona,04,11 years,11,2021,2021,90785
,Arizona,04,11 years,11,2022,2022,89383
Total,Arizona,04,11 years,11,,,273335
,Arizona,04,12 years,12,2020,2020,97800
,Arizona,04,12 years,12,2021,2021,93912
,Arizona,04,12 years,12,2022,2022,91496
Total,Arizona,04,12 years,12,,,283208
,Arizona,04,13 years,13,2020,2020,97809
,Arizona,04,13 years,13,2021,2021,98628
,Arizona,04,13 years,13,2022,2022,94654
Total,Arizona,04,13 years,13,,,291091
,Arizona,04,14 years,14,2020,2020,95758
,Arizona,04,14 years,14,2021,2021,98305
,Arizona,04,14 years,14,2022,2022,98846
Total,Arizona,04,14 years,14,,,292909
,Arizona,04,15 years,15,2020,2020,94401
,Arizona,04,15 years,15,2021,2021,96496
,Arizona,04,15 years,15,2022,2022,99118
Total,Arizona,04,15 years,15,,,290015
,Arizona,04,16 years,16,2020,2020,94220
,Arizona,04,16 years,16,2021,2021,95112
,Arizona,04,16 years,16,2022,2022,97254
Total,Arizona,04,16 years,16,,,286586
,Arizona,04,17 years,17,2020,2020,92474
,Arizona,04,17 years,17,2021,2021,95169
,Arizona,04,17 years,17,2022,2022,96124
Total,Arizona,04,17 years,17,,,283767
,Arizona,04,18 years,18,2020,2020,97751
,Arizona,04,18 years,18,2021,2021,92454
,Arizona,04,18 years,18,2022,2022,97554
Total,Arizona,04,18 years,18,,,287759
,Arizona,04,19 years,19,2020,2020,104806
,Arizona,04,19 years,19,2021,2021,95301
,Arizona,04,19 years,19,2022,2022,96257
Total,Arizona,04,19 years,19,,,296364
,Arizona,04,20 years,20,2020,2020,103207
,Arizona,04,20 years,20,2021,2021,103961
,Arizona,04,20 years,20,2022,2022,99569
Total,Arizona,04,20 years,20,,,306737
,Arizona,04,21 years,21,2020,2020,100248
,Arizona,04,21 years,21,2021,2021,104890
,Arizona,04,21 years,21,2022,2022,108475
Total,Arizona,04,21 years,21,,,313613
,Arizona,04,22 years,22,2020,2020,98673
,Arizona,04,22 years,22,2021,2021,101931
,Arizona,04,22 years,22,2022,2022,108441
Total,Arizona,04,22 years,22,,,309045
,Arizona,04,23 years,23,2020,2020,98520
,Arizona,04,23 years,23,2021,2021,102046
,Arizona,04,23 years,23,2022,2022,105856
Total,Arizona,04,23 years,23,,,306422
,Arizona,04,24 years,24,2020,2020,97282
,Arizona,04,24 years,24,2021,2021,99612
,Arizona,04,24 years,24,2022,2022,103408
Total,Arizona,04,24 years,24,,,300302
,Arizona,04,25 years,25,2020,2020,97676
,Arizona,04,25 years,25,2021,2021,98776
,Arizona,04,25 years,25,2022,2022,101789
Total,Arizona,04,25 years,25,,,298241
,Arizona,04,26 years,26,2020,2020,98749
,Arizona,04,26 years,26,2021,2021,99252
,Arizona,04,26 years,26,2022,2022,100709
Total,Arizona,04,26 years,26,,,298710
,Arizona,04,27 years,27,2020,2020,99486
,Arizona,04,27 years,27,2021,2021,100311
,Arizona,04,27 years,27,2022,2022,100844
Total,Arizona,04,27 years,27,,,300641
,Arizona,04,28 years,28,2020,2020,101428
,Arizona,04,28 years,28,2021,2021,100965
,Arizona,04,28 years,28,2022,2022,101789
Total,Arizona,04,28 years,28,,,304182
,Arizona,04,29 years,29,2020,2020,102554
,Arizona,04,29 years,29,2021,2021,103205
,Arizona,04,29 years,29,2022,2022,102765
Total,Arizona,04,29 years,29,,,308524
,Arizona,04,30 years,30,2020,2020,102106
,Arizona,04,30 years,30,2021,2021,104100
,Arizona,04,30 years,30,2022,2022,104422
Total,Arizona,04,30 years,30,,,310628
,Arizona,04,31 years,31,2020,2020,97272
,Arizona,04,31 years,31,2021,2021,103227
,Arizona,04,31 years,31,2022,2022,105110
Total,Arizona,04,31 years,31,,,305609
,Arizona,04,32 years,32,2020,2020,95018
,Arizona,04,32 years,32,2021,2021,98783
,Arizona,04,32 years,32,2022,2022,104488
Total,Arizona,04,32 years,32,,,298289
,Arizona,04,33 years,33,2020,2020,93052
,Arizona,04,33 years,33,2021,2021,96018
,Arizona,04,33 years,33,2022,2022,99419
Total,Arizona,04,33 years,33,,,288489
,Arizona,04,34 years,34,2020,2020,93472
,Arizona,04,34 years,34,2021,2021,94312
,Arizona,04,34 years,34,2022,2022,96997
Total,Arizona,04,34 years,34,,,284781
,Arizona,04,35 years,35,2020,2020,92927
,Arizona,04,35 years,35,2021,2021,94586
,Arizona,04,35 years,35,2022,2022,94962
Total,Arizona,04,35 years,35,,,282475
,Arizona,04,36 years,36,2020,2020,90789
,Arizona,04,36 years,36,2021,2021,94055
,Arizona,04,36 years,36,2022,2022,95314
Total,Arizona,04,36 years,36,,,280158
,Arizona,04,37 years,37,2020,2020,92478
,Arizona,04,37 years,37,2021,2021,91649
,Arizona,04,37 years,37,2022,2022,95065
Total,Arizona,04,37 years,37,,,279192
,Arizona,04,38 years,38,2020,2020,93079
,Arizona,04,38 years,38,2021,2021,93501
,Arizona,04,38 years,38,2022,2022,92539
Total,Arizona,04,38 years,38,,,279119
,Arizona,04,39 years,39,2020,2020,92049
,Arizona,04,39 years,39,2021,2021,93733
,Arizona,04,39 years,39,2022,2022,93863
Total,Arizona,04,39 years,39,,,279645
,Arizona,04,40 years,40,2020,2020,91839
,Arizona,04,40 years,40,2021,2021,92959
,Arizona,04,40 years,40,2022,2022,94416
Total,Arizona,04,40 years,40,,,279214
,Arizona,04,41 years,41,2020,2020,86919
,Arizona,04,41 years,41,2021,2021,92254
,Arizona,04,41 years,41,2022,2022,93236
Total,Arizona,04,41 years,41,,,272409
,Arizona,04,42 years,42,2020,2020,85218
,Arizona,04,42 years,42,2021,2021,87694
,Arizona,04,42 years,42,2022,2022,92919
Total,Arizona,04,42 years,42,,,265831
,Arizona,04,43 years,43,2020,2020,84539
,Arizona,04,43 years,43,2021,2021,85469
,Arizona,04,43 years,43,2022,2022,87748
Total,Arizona,04,43 years,43,,,257756
,Arizona,04,44 years,44,2020,2020,82572
,Arizona,04,44 years,44,2021,2021,85194
,Arizona,04,44 years,44,2022,2022,85994
Total,Arizona,04,44 years,44,,,253760
,Arizona,04,45 years,45,2020,2020,84000
,Arizona,04,45 years,45,2021,2021,82870
,Arizona,04,45 years,45,2022,2022,85601
Total,Arizona,04,45 years,45,,,252471
,Arizona,04,46 years,46,2020,2020,82332
,Arizona,04,46 years,46,2021,2021,84534
,Arizona,04,46 years,46,2022,2022,83249
Total,Arizona,04,46 years,46,,,250115
,Arizona,04,47 years,47,2020,2020,81797
,Arizona,04,47 years,47,2021,2021,82621
,Arizona,04,47 years,47,2022,2022,84467
Total,Arizona,04,47 years,47,,,248885
,Arizona,04,48 years,48,2020,2020,84847
,Arizona,04,48 years,48,2021,2021,82169
,Arizona,04,48 years,48,2022,2022,82895
Total,Arizona,04,48 years,48,,,249911
,Arizona,04,49 years,49,2020,2020,89739
,Arizona,04,49 years,49,2021,2021,85456
,Arizona,04,49 years,49,2022,2022,82534
Total,Arizona,04,49 years,49,,,257729
,Arizona,04,50 years,50,2020,2020,88029
,Arizona,04,50 years,50,2021,2021,90350
,Arizona,04,50 years,50,2022,2022,85486
Total,Arizona,04,50 years,50,,,263865
,Arizona,04,51 years,51,2020,2020,84317
,Arizona,04,51 years,51,2021,2021,88737
,Arizona,04,51 years,51,2022,2022,90777
Total,Arizona,04,51 years,51,,,263831
,Arizona,04,52 years,52,2020,2020,81808
,Arizona,04,52 years,52,2021,2021,84915
,Arizona,04,52 years,52,2022,2022,88940
Total,Arizona,04,52 years,52,,,255663
,Arizona,04,53 years,53,2020,2020,81083
,Arizona,04,53 years,53,2021,2021,82218
,Arizona,04,53 years,53,2022,2022,85215
Total,Arizona,04,53 years,53,,,248516
,Arizona,04,54 years,54,2020,2020,81633
,Arizona,04,54 years,54,2021,2021,81621
,Arizona,04,54 years,54,2022,2022,82726
Total,Arizona,04,54 years,54,,,245980
,Arizona,04,55 years,55,2020,2020,84927
,Arizona,04,55 years,55,2021,2021,82250
,Arizona,04,55 years,55,2022,2022,82053
Total,Arizona,04,55 years,55,,,249230
,Arizona,04,56 years,56,2020,2020,87315
,Arizona,04,56 years,56,2021,2021,85714
,Arizona,04,56 years,56,2022,2022,82797
Total,Arizona,04,56 years,56,,,255826
,Arizona,04,57 years,57,2020,2020,87846
,Arizona,04,57 years,57,2021,2021,87920
,Arizona,04,57 years,57,2022,2022,86134
Total,Arizona,04,57 years,57,,,261900
,Arizona,04,58 years,58,2020,2020,88716
,Arizona,04,58 years,58,2021,2021,88419
,Arizona,04,58 years,58,2022,2022,88019
Total,Arizona,04,58 years,58,,,265154
,Arizona,04,59 years,59,2020,2020,88864
,Arizona,04,59 years,59,2021,2021,89394
,Arizona,04,59 years,59,2022,2022,88679
Total,Arizona,04,59 years,59,,,266937
,Arizona,04,60 years,60,2020,2020,87697
,Arizona,04,60 years,60,2021,2021,89580
,Arizona,04,60 years,60,2022,2022,89802
Total,Arizona,04,60 years,60,,,267079
,Arizona,04,61 years,61,2020,2020,86556
,Arizona,04,61 years,61,2021,2021,88560
,Arizona,04,61 years,61,2022,2022,89827
Total,Arizona,04,61 years,61,,,264943
,Arizona,04,62 years,62,2020,2020,86821
,Arizona,04,62 years,62,2021,2021,87344
,Arizona,04,62 years,62,2022,2022,89064
Total,Arizona,04,62 years,62,,,263229
,Arizona,04,63 years,63,2020,2020,86274
,Arizona,04,63 years,63,2021,2021,87575
,Arizona,04,63 years,63,2022,2022,87765
Total,Arizona,04,63 years,63,,,261614
,Arizona,04,64 years,64,2020,2020,83260
,Arizona,04,64 years,64,2021,2021,86990
,Arizona,04,64 years,64,2022,2022,87823
Total,Arizona,04,64 years,64,,,258073
,Arizona,04,65 years,65,2020,2020,82695
,Arizona,04,65 years,65,2021,2021,84064
,Arizona,04,65 years,65,2022,2022,87239
Total,Arizona,04,65 years,65,,,253998
,Arizona,04,66 years,66,2020,2020,81590
,Arizona,04,66 years,66,2021,2021,83129
,Arizona,04,66 years,66,2022,2022,84383
Total,Arizona,04,66 years,66,,,249102
,Arizona,04,67 years,67,2020,2020,79466
,Arizona,04,67 years,67,2021,2021,81661
,Arizona,04,67 years,67,2022,2022,83038
Total,Arizona,04,67 years,67,,,244165
,Arizona,04,68 years,68,2020,2020,77682
,Arizona,04,68 years,68,2021,2021,79282
,Arizona,04,68 years,68,2022,2022,81290
Total,Arizona,04,68 years,68,,,238254
,Arizona,04,69 years,69,2020,2020,75426
,Arizona,04,69 years,69,2021,2021,77362
,Arizona,04,69 years,69,2022,2022,79030
Total,Arizona,04,69 years,69,,,231818
,Arizona,04,70 years,70,2020,2020,73714
,Arizona,04,70 years,70,2021,2021,75167
,Arizona,04,70 years,70,2022,2022,76743
Total,Arizona,04,70 years,70,,,225624
,Arizona,04,71 years,71,2020,2020,73406
,Arizona,04,71 years,71,2021,2021,73190
,Arizona,04,71 years,71,2022,2022,74374
Total,Arizona,04,71 years,71,,,220970
,Arizona,04,72 years,72,2020,2020,73351
,Arizona,04,72 years,72,2021,2021,72624
,Arizona,04,72 years,72,2022,2022,72226
Total,Arizona,04,72 years,72,,,218201
,Arizona,04,73 years,73,2020,2020,79012
,Arizona,04,73 years,73,2021,2021,72319
,Arizona,04,73 years,73,2022,2022,71378
Total,Arizona,04,73 years,73,,,222709
,Arizona,04,74 years,74,2020,2020,56118
,Arizona,04,74 years,74,2021,2021,77666
,Arizona,04,74 years,74,2022,2022,71006
Total,Arizona,04,74 years,74,,,204790
,Arizona,04,75 years,75,2020,2020,54389
,Arizona,04,75 years,75,2021,2021,55061
,Arizona,04,75 years,75,2022,2022,76019
Total,Arizona,04,75 years,75,,,185469
,Arizona,04,76 years,76,2020,2020,53342
,Arizona,04,76 years,76,2021,2021,52937
,Arizona,04,76 years,76,2022,2022,53445
Total,Arizona,04,76 years,76,,,159724
,Arizona,04,77 years,77,2020,2020,54010
,Arizona,04,77 years,77,2021,2021,51835
,Arizona,04,77 years,77,2022,2022,51264
Total,Arizona,04,77 years,77,,,157109
,Arizona,04,78 years,78,2020,2020,46046
,Arizona,04,78 years,78,2021,2021,52310
,Arizona,04,78 years,78,2022,2022,50029
Total,Arizona,04,78 years,78,,,148385
,Arizona,04,79 years,79,2020,2020,41286
,Arizona,04,79 years,79,2021,2021,44216
,Arizona,04,79 years,79,2022,2022,50225
Total,Arizona,04,79 years,79,,,135727
,Arizona,04,80 years,80,2020,2020,37645
,Arizona,04,80 years,80,2021,2021,39518
,Arizona,04,80 years,80,2022,2022,42134
Total,Arizona,04,80 years,80,,,119297
,Arizona,04,81 years,81,2020,2020,34552
,Arizona,04,81 years,81,2021,2021,35741
,Arizona,04,81 years,81,2022,2022,37446
Total,Arizona,04,81 years,81,,,107739
,Arizona,04,82 years,82,2020,2020,31921
,Arizona,04,82 years,82,2021,2021,32763
,Arizona,04,82 years,82,2022,2022,33749
Total,Arizona,04,82 years,82,,,98433
,Arizona,04,83 years,83,2020,2020,27927
,Arizona,04,83 years,83,2021,2021,29618
,Arizona,04,83 years,83,2022,2022,30373
Total,Arizona,04,83 years,83,,,87918
,Arizona,04,84 years,84,2020,2020,25379
,Arizona,04,84 years,84,2021,2021,25962
,Arizona,04,84 years,84,2022,2022,27635
Total,Arizona,04,84 years,84,,,78976
,Arizona,04,85+ years,85+,2020,2020,144318
,Arizona,04,85+ years,85+,2021,2021,146542
,Arizona,04,85+ years,85+,2022,2022,149360
Total,Arizona,04,85+ years,85+,,,440220
Total,Arizona,04,,,,,21804017
,Arkansas,05,< 1 year,0,2020,2020,34975
,Arkansas,05,< 1 year,0,2021,2021,34819
,Arkansas,05,< 1 year,0,2022,2022,35980
Total,Arkansas,05,< 1 year,0,,,105774
,Arkansas,05,1 year,1,2020,2020,35524
,Arkansas,05,1 year,1,2021,2021,35261
,Arkansas,05,1 year,1,2022,2022,35287
Total,Arkansas,05,1 year,1,,,106072
,Arkansas,05,2 years,2,2020,2020,36464
,Arkansas,05,2 years,2,2021,2021,35932
,Arkansas,05,2 years,2,2022,2022,35602
Total,Arkansas,05,2 years,2,,,107998
,Arkansas,05,3 years,3,2020,2020,36958
,Arkansas,05,3 years,3,2021,2021,36732
,Arkansas,05,3 years,3,2022,2022,36347
Total,Arkansas,05,3 years,3,,,110037
,Arkansas,05,4 years,4,2020,2020,37985
,Arkansas,05,4 years,4,2021,2021,37360
,Arkansas,05,4 years,4,2022,2022,37173
Total,Arkansas,05,4 years,4,,,112518
,Arkansas,05,5 years,5,2020,2020,38232
,Arkansas,05,5 years,5,2021,2021,38337
,Arkansas,05,5 years,5,2022,2022,37782
Total,Arkansas,05,5 years,5,,,114351
,Arkansas,05,6 years,6,2020,2020,37839
,Arkansas,05,6 years,6,2021,2021,38557
,Arkansas,05,6 years,6,2022,2022,38704
Total,Arkansas,05,6 years,6,,,115100
,Arkansas,05,7 years,7,2020,2020,37551
,Arkansas,05,7 years,7,2021,2021,38035
,Arkansas,05,7 years,7,2022,2022,38801
Total,Arkansas,05,7 years,7,,,114387
,Arkansas,05,8 years,8,2020,2020,37946
,Arkansas,05,8 years,8,2021,2021,37768
,Arkansas,05,8 years,8,2022,2022,38417
Total,Arkansas,05,8 years,8,,,114131
,Arkansas,05,9 years,9,2020,2020,38242
,Arkansas,05,9 years,9,2021,2021,38224
,Arkansas,05,9 years,9,2022,2022,38220
Total,Arkansas,05,9 years,9,,,114686
,Arkansas,05,10 years,10,2020,2020,39116
,Arkansas,05,10 years,10,2021,2021,38469
,Arkansas,05,10 years,10,2022,2022,38462
Total,Arkansas,05,10 years,10,,,116047
,Arkansas,05,11 years,11,2020,2020,40178
,Arkansas,05,11 years,11,2021,2021,39370
,Arkansas,05,11 years,11,2022,2022,38755
Total,Arkansas,05,11 years,11,,,118303
,Arkansas,05,12 years,12,2020,2020,41888
,Arkansas,05,12 years,12,2021,2021,40388
,Arkansas,05,12 years,12,2022,2022,39660
Total,Arkansas,05,12 years,12,,,121936
,Arkansas,05,13 years,13,2020,2020,42022
,Arkansas,05,13 years,13,2021,2021,42114
,Arkansas,05,13 years,13,2022,2022,40711
Total,Arkansas,05,13 years,13,,,124847
,Arkansas,05,14 years,14,2020,2020,40973
,Arkansas,05,14 years,14,2021,2021,42127
,Arkansas,05,14 years,14,2022,2022,42455
Total,Arkansas,05,14 years,14,,,125555
,Arkansas,05,15 years,15,2020,2020,40384
,Arkansas,05,15 years,15,2021,2021,41171
,Arkansas,05,15 years,15,2022,2022,42426
Total,Arkansas,05,15 years,15,,,123981
,Arkansas,05,16 years,16,2020,2020,40396
,Arkansas,05,16 years,16,2021,2021,40526
,Arkansas,05,16 years,16,2022,2022,41519
Total,Arkansas,05,16 years,16,,,122441
,Arkansas,05,17 years,17,2020,2020,39990
,Arkansas,05,17 years,17,2021,2021,40490
,Arkansas,05,17 years,17,2022,2022,40818
Total,Arkansas,05,17 years,17,,,121298
,Arkansas,05,18 years,18,2020,2020,39957
,Arkansas,05,18 years,18,2021,2021,39195
,Arkansas,05,18 years,18,2022,2022,39377
Total,Arkansas,05,18 years,18,,,118529
,Arkansas,05,19 years,19,2020,2020,42612
,Arkansas,05,19 years,19,2021,2021,40680
,Arkansas,05,19 years,19,2022,2022,38984
Total,Arkansas,05,19 years,19,,,122276
,Arkansas,05,20 years,20,2020,2020,43427
,Arkansas,05,20 years,20,2021,2021,44260
,Arkansas,05,20 years,20,2022,2022,41724
Total,Arkansas,05,20 years,20,,,129411
,Arkansas,05,21 years,21,2020,2020,41622
,Arkansas,05,21 years,21,2021,2021,43552
,Arkansas,05,21 years,21,2022,2022,43961
Total,Arkansas,05,21 years,21,,,129135
,Arkansas,05,22 years,22,2020,2020,41054
,Arkansas,05,22 years,22,2021,2021,42285
,Arkansas,05,22 years,22,2022,2022,44107
Total,Arkansas,05,22 years,22,,,127446
,Arkansas,05,23 years,23,2020,2020,39484
,Arkansas,05,23 years,23,2021,2021,40558
